1.0660532571681480273895	-1.7381774983927060773681	-132.457541	-131.314912	0.000000	1.000000
1.1576664420801752175549	-1.2879234494103561914358	-117.745046	-116.602417	0.360000	1.000000
1.1351556363567103513645	-1.1081188127703132106916	-114.785745	-113.643116	0.360000	1.000000
1.1160075061846750354988	-1.1507105500575196543878	-115.245179	-114.102550	0.360000	1.000000
1.1303775877418513751138	-1.1114349875421534186160	-114.796063	-113.653434	0.360000	1.000000
1.1303775877418513751138	-1.1114349875421534186160	-114.796063	-113.653434	0.360000	1.000000
1.1410331463998044654318	-1.1163101717555075076405	-115.058034	-113.915404	0.360000	1.000000
1.0730031828250397030189	-0.7871730803469194626132	-111.465091	-110.322461	0.360000	1.000000
1.0687278168164568992182	-0.7881137093841610319345	-111.567780	-110.425151	0.360000	1.000000
1.0251464919075861104147	-0.6623600761467072217670	-110.086320	-108.943691	0.360000	1.000000
1.0251464919075861104147	-0.7774612634339420624840	-110.283332	-109.140703	0.360000	1.000000
